Worker_ID;Birth_Year;Gender;Start_Date_Employment;Job_Type;Year;Days_Sickness_Per_Year;Days_Holiday_Per_Year;Frequency_Sick(Days);Frequency_Holiday(Days);Job_Contract;Shift_Work
W0273;1993;Female;2006-07-19;Produktion;2019;0;18;2;3;Full-time;No
W0273;1993;Female;2006-07-19;Produktion;2020;14;32;0;2;Full-time;No
W0273;1993;Female;2006-07-19;Produktion;2021;20;27;2;3;Full-time;No
W0273;1993;Female;2006-07-19;Produktion;2022;10;27;4;2;Full-time;No
W0273;1993;Female;2006-07-19;Produktion;2023;19;28;5;3;Full-time;No
W0273;1993;Female;2006-07-19;Produktion;2024;17;27;2;1;Full-time;No
W0273;1993;Female;2006-07-19;Produktion;2025;26;29;1;2;Full-time;No
W0274;1996;Female;2018-09-10;Pflege;2018;26;28;0;3;Full-time;Yes
W0274;1996;Female;2018-09-10;Pflege;2019;19;27;4;2;Full-time;Yes
W0274;1996;Female;2018-09-10;Pflege;2020;40;26;3;3;Full-time;Yes
W0274;1996;Female;2018-09-10;Pflege;2021;1;26;3;1;Full-time;Yes
W0274;1996;Female;2018-09-10;Pflege;2022;6;34;0;1;Full-time;Yes
W0274;1996;Female;2018-09-10;Pflege;2023;6;29;4;1;Full-time;Yes
W0274;1996;Female;2018-09-10;Pflege;2024;23;31;1;3;Full-time;Yes
W0274;1996;Female;2018-09-10;Pflege;2025;13;21;0;1;Full-time;Yes
W0275;1993;Male;2013-05-17;Vertrieb;2013;9;33;4;2;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2014;18;28;2;3;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2015;19;28;0;3;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2016;22;29;5;1;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2017;0;34;2;1;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2018;19;31;0;2;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2019;29;28;4;2;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2020;20;27;0;3;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2021;0;24;4;1;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2022;4;24;1;1;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2023;4;27;3;3;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2024;9;22;0;3;Full-time;No
W0275;1993;Male;2013-05-17;Vertrieb;2025;10;29;4;3;Full-time;No
W0276;1967;Male;2016-08-01;IT;2016;3;37;1;3;Full-time;No
W0276;1967;Male;2016-08-01;IT;2017;4;25;0;2;Full-time;No
W0276;1967;Male;2016-08-01;IT;2018;4;27;0;3;Full-time;No
W0276;1967;Male;2016-08-01;IT;2019;7;23;1;2;Full-time;No
W0276;1967;Male;2016-08-01;IT;2020;18;28;3;1;Full-time;No
W0276;1967;Male;2016-08-01;IT;2021;3;25;1;2;Full-time;No
W0276;1967;Male;2016-08-01;IT;2022;15;15;5;1;Full-time;No
W0276;1967;Male;2016-08-01;IT;2023;11;27;1;1;Full-time;No
W0276;1967;Male;2016-08-01;IT;2024;20;25;0;1;Full-time;No
W0276;1967;Male;2016-08-01;IT;2025;2;32;0;1;Full-time;No
W0277;2001;Male;2019-08-05;Technik;2019;9;28;1;2;Full-time;No
W0277;2001;Male;2019-08-05;Technik;2020;6;24;2;2;Full-time;No
W0277;2001;Male;2019-08-05;Technik;2021;18;28;5;2;Full-time;No
W0277;2001;Male;2019-08-05;Technik;2022;13;30;1;2;Full-time;No
W0277;2001;Male;2019-08-05;Technik;2023;16;31;3;3;Full-time;No
W0277;2001;Male;2019-08-05;Technik;2024;30;28;4;2;Full-time;No
W0277;2001;Male;2019-08-05;Technik;2025;15;25;4;2;Full-time;No
W0278;1981;Female;2023-06-12;Pflege;2023;19;27;4;2;Full-time;Yes
W0278;1981;Female;2023-06-12;Pflege;2024;5;24;2;2;Full-time;Yes
W0278;1981;Female;2023-06-12;Pflege;2025;3;34;4;1;Full-time;Yes
W0279;1995;Female;2019-07-22;Pflege;2019;35;25;3;1;Part-time;Yes
W0279;1995;Female;2019-07-22;Pflege;2020;22;31;0;3;Part-time;Yes
W0279;1995;Female;2019-07-22;Pflege;2021;16;29;5;1;Part-time;Yes
W0279;1995;Female;2019-07-22;Pflege;2022;23;23;3;2;Part-time;Yes
W0279;1995;Female;2019-07-22;Pflege;2023;22;34;3;2;Part-time;Yes
W0279;1995;Female;2019-07-22;Pflege;2024;9;29;0;1;Part-time;Yes
W0279;1995;Female;2019-07-22;Pflege;2025;6;27;0;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2005;15;32;1;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2006;4;31;2;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2007;25;27;0;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2008;17;32;1;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2009;27;23;0;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2010;17;19;3;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2011;10;25;3;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2012;22;27;1;1;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2013;20;30;4;1;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2014;8;29;0;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2015;13;28;3;2;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2016;20;27;4;1;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2017;17;24;3;2;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2018;13;23;1;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2019;14;34;2;1;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2020;2;27;0;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2021;24;34;5;3;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2022;5;31;2;2;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2023;17;32;1;1;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2024;12;25;1;2;Part-time;Yes
W0280;1968;Female;2005-09-14;Pflege;2025;12;23;3;2;Part-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2011;8;24;2;2;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2012;13;31;1;2;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2013;22;25;1;1;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2014;25;16;0;1;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2015;12;27;4;3;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2016;23;24;2;1;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2017;11;33;2;2;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2018;1;27;1;3;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2019;15;26;4;3;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2020;33;25;3;2;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2021;9;17;0;3;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2022;5;30;2;2;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2023;16;31;5;2;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2024;5;27;4;1;Full-time;Yes
W0281;1999;Female;2011-07-01;Pflege;2025;5;30;2;1;Full-time;Yes
W0282;1982;Male;2015-04-11;Verwaltung;2015;7;30;1;3;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2016;7;24;3;1;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2017;2;34;0;3;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2018;15;27;3;2;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2019;20;26;2;3;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2020;15;23;4;3;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2021;10;31;5;3;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2022;14;29;4;1;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2023;18;25;3;3;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2024;0;28;0;1;Full-time;No
W0282;1982;Male;2015-04-11;Verwaltung;2025;17;28;2;3;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2007;4;26;5;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2008;18;30;5;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2009;16;27;2;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2010;17;25;0;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2011;1;33;1;1;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2012;11;31;1;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2013;18;32;5;3;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2014;11;28;4;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2015;18;27;1;3;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2016;18;23;3;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2017;11;29;2;1;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2018;20;22;0;1;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2019;0;30;1;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2020;5;30;2;2;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2021;14;26;2;1;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2022;18;24;0;3;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2023;2;33;3;3;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2024;12;26;3;1;Full-time;No
W0283;1966;Male;2007-04-15;Vertrieb;2025;4;23;0;1;Full-time;No
W0284;1990;Female;2013-06-02;IT;2013;10;21;3;3;Full-time;No
W0284;1990;Female;2013-06-02;IT;2014;5;34;3;3;Full-time;No
W0284;1990;Female;2013-06-02;IT;2015;12;29;0;2;Full-time;No
W0284;1990;Female;2013-06-02;IT;2016;29;27;3;2;Full-time;No
W0284;1990;Female;2013-06-02;IT;2017;16;33;1;1;Full-time;No
W0284;1990;Female;2013-06-02;IT;2018;17;26;3;1;Full-time;No
W0284;1990;Female;2013-06-02;IT;2019;13;28;2;2;Full-time;No
W0284;1990;Female;2013-06-02;IT;2020;19;24;4;2;Full-time;No
W0284;1990;Female;2013-06-02;IT;2021;8;29;2;2;Full-time;No
W0284;1990;Female;2013-06-02;IT;2022;6;31;4;3;Full-time;No
W0284;1990;Female;2013-06-02;IT;2023;2;34;2;1;Full-time;No
W0284;1990;Female;2013-06-02;IT;2024;20;32;0;3;Full-time;No
W0284;1990;Female;2013-06-02;IT;2025;2;30;3;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2009;13;23;3;1;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2010;7;22;0;1;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2011;0;27;2;1;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2012;23;27;3;1;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2013;20;27;2;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2014;20;24;0;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2015;9;30;2;3;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2016;9;23;0;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2017;1;23;2;1;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2018;17;24;3;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2019;17;29;5;1;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2020;0;22;2;3;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2021;11;28;3;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2022;4;37;0;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2023;0;26;1;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2024;34;26;0;2;Full-time;No
W0285;1997;Male;2009-05-01;Vertrieb;2025;10;29;0;3;Full-time;No
W0286;1999;Female;2008-04-28;IT;2008;22;21;4;1;Full-time;No
W0286;1999;Female;2008-04-28;IT;2009;16;33;1;2;Full-time;No
W0286;1999;Female;2008-04-28;IT;2010;13;27;5;3;Full-time;No
W0286;1999;Female;2008-04-28;IT;2011;10;36;0;2;Full-time;No
W0286;1999;Female;2008-04-28;IT;2012;23;31;1;2;Full-time;No
W0286;1999;Female;2008-04-28;IT;2013;7;23;1;3;Full-time;No
W0286;1999;Female;2008-04-28;IT;2014;12;31;4;1;Full-time;No
W0286;1999;Female;2008-04-28;IT;2015;22;25;5;3;Full-time;No
W0286;1999;Female;2008-04-28;IT;2016;0;27;4;3;Full-time;No
W0286;1999;Female;2008-04-28;IT;2017;2;35;0;3;Full-time;No
W0286;1999;Female;2008-04-28;IT;2018;3;33;5;2;Full-time;No
W0286;1999;Female;2008-04-28;IT;2019;19;29;1;1;Full-time;No
W0286;1999;Female;2008-04-28;IT;2020;23;29;5;1;Full-time;No
W0286;1999;Female;2008-04-28;IT;2021;22;22;3;3;Full-time;No
W0286;1999;Female;2008-04-28;IT;2022;14;35;1;1;Full-time;No
W0286;1999;Female;2008-04-28;IT;2023;7;31;2;1;Full-time;No
W0286;1999;Female;2008-04-28;IT;2024;16;31;4;2;Full-time;No
W0286;1999;Female;2008-04-28;IT;2025;12;28;4;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2010;7;25;3;1;Full-time;No
W0287;1972;Female;2010-07-12;IT;2011;15;36;5;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2012;0;25;5;3;Full-time;No
W0287;1972;Female;2010-07-12;IT;2013;18;32;0;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2014;11;33;4;1;Full-time;No
W0287;1972;Female;2010-07-12;IT;2015;20;25;4;1;Full-time;No
W0287;1972;Female;2010-07-12;IT;2016;12;31;5;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2017;7;30;5;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2018;10;27;2;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2019;20;27;4;3;Full-time;No
W0287;1972;Female;2010-07-12;IT;2020;8;26;0;3;Full-time;No
W0287;1972;Female;2010-07-12;IT;2021;20;30;2;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2022;10;30;4;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2023;4;28;3;1;Full-time;No
W0287;1972;Female;2010-07-12;IT;2024;8;22;0;2;Full-time;No
W0287;1972;Female;2010-07-12;IT;2025;12;27;2;2;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2006;27;31;1;2;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2007;10;28;4;2;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2008;17;25;4;1;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2009;14;27;0;2;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2010;12;29;2;1;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2011;0;22;0;2;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2012;14;27;2;1;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2013;11;32;4;3;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2014;21;22;5;1;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2015;2;18;4;3;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2016;4;34;3;2;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2017;9;23;3;1;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2018;8;22;0;3;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2019;26;33;5;3;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2020;6;21;0;1;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2021;16;29;2;2;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2022;9;19;0;3;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2023;24;30;0;3;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2024;8;28;1;3;Full-time;No
W0288;2002;Female;2006-03-16;Produktion;2025;13;25;2;1;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2013;17;26;2;3;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2014;17;30;2;3;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2015;9;26;2;2;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2016;16;24;3;2;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2017;17;21;1;3;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2018;9;28;4;3;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2019;8;28;1;3;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2020;17;27;0;2;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2021;12;25;2;1;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2022;15;33;3;1;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2023;3;29;1;2;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2024;21;32;2;1;Full-time;No
W0289;1974;Female;2013-05-24;Verwaltung;2025;12;32;2;1;Full-time;No
W0290;1964;Female;2021-03-15;Technik;2021;8;23;2;2;Full-time;No
W0290;1964;Female;2021-03-15;Technik;2022;0;28;5;1;Full-time;No
W0290;1964;Female;2021-03-15;Technik;2023;5;32;4;3;Full-time;No
W0290;1964;Female;2021-03-15;Technik;2024;24;25;3;3;Full-time;No
W0290;1964;Female;2021-03-15;Technik;2025;9;36;4;3;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2007;7;31;2;3;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2008;2;31;2;2;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2009;15;20;3;2;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2010;11;31;3;2;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2011;9;34;5;3;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2012;15;29;0;3;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2013;13;30;5;2;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2014;3;31;0;3;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2015;5;35;2;2;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2016;16;26;1;3;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2017;14;27;0;1;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2018;7;23;5;3;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2019;17;22;0;2;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2020;8;29;2;2;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2021;18;21;4;2;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2022;22;23;3;1;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2023;19;32;5;1;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2024;14;33;4;3;Full-time;No
W0291;1978;Female;2007-10-15;Technik;2025;14;33;4;3;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2008;17;29;2;1;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2009;17;27;2;3;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2010;17;28;3;1;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2011;12;25;5;3;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2012;7;29;1;1;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2013;16;23;0;3;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2014;5;24;4;1;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2015;8;27;2;1;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2016;0;30;3;2;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2017;12;29;4;2;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2018;11;32;5;3;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2019;7;31;1;2;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2020;22;22;3;1;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2021;8;32;0;3;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2022;4;22;4;1;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2023;3;27;0;1;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2024;18;20;5;3;Full-time;No
W0292;1963;Female;2008-04-10;Vertrieb;2025;0;30;1;2;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2013;10;37;4;1;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2014;6;24;3;3;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2015;18;30;0;3;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2016;9;32;4;3;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2017;22;29;0;2;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2018;8;22;4;1;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2019;11;27;3;2;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2020;20;20;1;3;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2021;18;32;4;1;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2022;9;25;1;2;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2023;8;25;3;1;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2024;7;34;1;2;Full-time;No
W0293;1988;Male;2013-11-28;Verwaltung;2025;9;22;3;3;Full-time;No
W0294;1990;Male;2006-11-16;IT;2006;27;28;4;2;Part-time;No
W0294;1990;Male;2006-11-16;IT;2007;8;27;5;1;Part-time;No
W0294;1990;Male;2006-11-16;IT;2008;18;29;0;1;Part-time;No
W0294;1990;Male;2006-11-16;IT;2009;15;36;5;3;Part-time;No
W0294;1990;Male;2006-11-16;IT;2010;17;24;4;2;Part-time;No
W0294;1990;Male;2006-11-16;IT;2011;5;28;4;2;Part-time;No
W0294;1990;Male;2006-11-16;IT;2012;14;24;0;3;Part-time;No
W0294;1990;Male;2006-11-16;IT;2013;14;29;3;1;Part-time;No
W0294;1990;Male;2006-11-16;IT;2014;13;35;4;3;Part-time;No
W0294;1990;Male;2006-11-16;IT;2015;6;27;5;2;Part-time;No
W0294;1990;Male;2006-11-16;IT;2016;8;27;5;1;Part-time;No
W0294;1990;Male;2006-11-16;IT;2017;13;22;4;1;Part-time;No
W0294;1990;Male;2006-11-16;IT;2018;11;30;1;2;Part-time;No
W0294;1990;Male;2006-11-16;IT;2019;12;33;5;3;Part-time;No
W0294;1990;Male;2006-11-16;IT;2020;5;31;4;2;Part-time;No
W0294;1990;Male;2006-11-16;IT;2021;20;27;0;2;Part-time;No
W0294;1990;Male;2006-11-16;IT;2022;21;26;5;2;Part-time;No
W0294;1990;Male;2006-11-16;IT;2023;4;27;0;1;Part-time;No
W0294;1990;Male;2006-11-16;IT;2024;22;22;2;3;Part-time;No
W0294;1990;Male;2006-11-16;IT;2025;13;23;3;2;Part-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2010;20;26;0;2;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2011;11;29;0;1;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2012;16;28;3;2;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2013;3;25;3;2;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2014;19;29;4;3;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2015;28;31;0;3;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2016;9;31;3;2;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2017;11;23;5;1;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2018;16;28;5;2;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2019;19;26;2;1;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2020;0;27;3;3;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2021;15;31;5;3;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2022;9;19;1;3;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2023;19;32;1;3;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2024;13;25;3;1;Full-time;No
W0295;1971;Male;2010-09-16;Verwaltung;2025;0;25;4;1;Full-time;No
W0296;1974;Female;2020-12-25;Logistik;2020;13;18;3;1;Full-time;No
W0296;1974;Female;2020-12-25;Logistik;2021;18;27;1;3;Full-time;No
W0296;1974;Female;2020-12-25;Logistik;2022;13;28;4;1;Full-time;No
W0296;1974;Female;2020-12-25;Logistik;2023;4;27;2;2;Full-time;No
W0296;1974;Female;2020-12-25;Logistik;2024;5;26;0;2;Full-time;No
W0296;1974;Female;2020-12-25;Logistik;2025;11;29;4;3;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2010;5;29;2;3;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2011;11;25;1;1;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2012;30;31;3;3;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2013;1;30;5;2;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2014;13;33;4;1;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2015;5;25;4;1;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2016;25;30;3;2;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2017;6;25;2;2;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2018;0;26;0;1;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2019;7;26;1;3;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2020;8;32;4;1;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2021;17;29;0;1;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2022;2;28;5;3;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2023;20;28;1;3;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2024;13;23;1;1;Full-time;No
W0297;1972;Male;2010-10-09;Produktion;2025;5;24;5;1;Full-time;No
W0298;1998;Female;2010-08-11;Pflege;2010;8;29;5;1;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2011;18;19;5;1;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2012;13;31;3;3;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2013;9;33;3;1;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2014;16;23;2;1;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2015;13;21;2;2;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2016;26;33;0;1;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2017;6;34;3;3;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2018;6;35;1;2;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2019;24;25;0;3;Full-time;Yes
W0298;1998;Female;2010-08-11;Pflege;2020;26;26;2;3;Full-time;Yes
